date,code_boutique_source,code_boutique_normalise,nom_artisan_source,designation,conditionnement,quantite,prix_unitaire,montant,coherence,vendeur_reference
2023-07-31,N° 2,B02,Bassi,Curcuma,,1,1000,1000,OK,déjà Vnx
2023-07-05,Hall,HALL,Gabrielle,Vin d'Avocat / Cuve,Bouteille,3,3000,9000,OK,Payé
2023-07-05,Hall,HALL,,Miel,Bouteille,3,2500,7500,OK,Payé
2023-07-05,Hall,HALL,Noussjou,Chocolat,Boite,2,1000,2000,OK,
2023-07-06,N° 5,B05,Eveline Kuissi,Fève Cacao,Sachet,2,1000,2000,OK,Versé
2023-07-06,N° 3,B03,Noelle K.,Vinaigre,Bouteille,1,175,175,OK,
2023-07-07,N° 2,B02,Mme MEKA,Cacahuète,Bouteille,2,2000,4000,OK,Versé
2023-07-07,N° 4,B04,Mr HUBER,Bracelet,,1,500,500,OK,
2023-07-08,,,,Liqueur d'ail,Bouteille,2,15000,30000,OK,Versé
2023-07-10,N° 1,B01,Mme Sylvie,Charbon actif,,2,1000,2000,OK,Versé
2023-07-10,N° 11,B11,Mambou,Chocolat noir,Boite,2,1000,2000,OK,
2023-07-10,N° 1,B01,Mme Sylvie,Chapeau,,1,5000,5000,OK,
2023-07-11,N° 6,B06,Sidonie,Chocolat,Boite,2,1000,2000,OK,
2023-07-11,N° 6,B06,Sidonie,Pagnier,,1,1000,1000,OK,
2023-07-11,,,,Serviette hygiénique,,1,1500,1500,OK,
2023-07-12,N° 02,B02,M. Dsimmi,NKOUTIN,Carton,1,,,,
2023-07-12,N° 27,B27,Brunildhe,Sirop toux et grippe,,2,2000,4000,OK,Versé
2023-07-12,,,,Miel naturel,,1,1000,1000,OK,
2023-07-12,,,,Miel pur,,1,,,,
2023-07-12,N° 31,B31,Mama Noun,Fève de cacao,,2,,,,
2023-07-12,N° 12,B12,Fideline,Bague,Emballage,1,1000,1000,OK,
2023-07-12,,,,Beurre de cacao,,2,500,1000,OK,
2023-07-12,N° 6,B06,Sidonie,Pagnier,,1,,,,
2023-07-12,N° 1,B01,Mme Noussjou,Chocolat noir,,1,1500,1300,ECART,
2023-07-12,N° 2,B02,Pokam Alain,Miel pur,Boite,1,1000,1000,OK,Versé
2023-07-12,,,Mouliom,Tableau en Bois Ndop,Bouteille,2,1500,3000,OK,Versé
2023-07-12,,,,Masque Gd modèle,,1,10000,10000,OK,
2023-07-12,,,,Masque Petit modèle,Bois,2,20000,40000,OK,Versé
2023-07-12,,,,Chapeau Ndop,Bois,2,10000,20000,OK,Versé
2023-07-13,?,?,Sylvie,Chocolat noir,Boite,1,1000,1000,OK,
2023-07-13,?,?,,Vin lemon,Bouteille,1,4500,4500,OK,Versé
2023-07-13,?,?,,Vin Bellevue,Bouteille,1,,3000,,
2023-07-13,1,B01,,Vin yanis,Bouteille,1,,4500,,
2023-07-13,,,,Yanis tea,Carton,1,2500,2500,OK,Versé
2023-07-13,,,Evelyne,Vin wine,Bouteille,1,2500,2500,OK,Versé
2023-07-13,N° 3,B03,Patate sèche,Fèves de cacao,Plastique,1,1000,1000,OK,Versé
2023-07-13,N° 3,B03,Sylvie,Patate sèche,Boite,1,1000,1000,OK,Cuisine
2023-07-13,,,,Chocolat noir,Boite,1,1000,1000,OK,Cuisine
2023-07-14,N° 3,B03,,Nettoyage de visage,Carton,1,2000,2000,OK,
2023-07-14,N° 3,B03,,Nettoyage de visage,Carton,1,,,,
2023-07-17,N° 13,B13,Djoko,Bracelet Ndop,,3,800,2400,OK,
2023-07-17,N° 13,B13,Djoko,Bracelet,,1,1000,1000,OK,
2023-07-17,N° 2,B02,Djoko,Miel naturel,Bouteille,1,2500,2500,OK,Versé
2023-07-17,N° 13,B13,Rudeline,Collier,,1,3000,3000,OK,
2023-07-17,N° 12,B12,Prielle / Evelyne,Fèves de cacao,Bouteille,1,500,500,OK,
2023-07-17,N° 3,B03,Chire,Sac à dos,,1,1500,1500,OK,
2023-07-17,N° 10,B10,Djoko Alex,Sachet de verveine,Sachet,1,2000,2000,OK,Versé
2023-07-18,N° 2,B02,,Miel naturel,Bouteille,1,1500,1500,OK,
2023-07-20,N° 2,B02,Sylvie,Miel naturel,Bouteille,1,2500,2500,OK,
2023-07-21,N° 2,B02,,Chocolat noir,Boite,1,1000,1000,OK,Versé
2023-07-21,N° 12,B12,Fideline,Chaussures,,1,15000,15000,OK,Versé
2023-07-21,N° 12,B12,Bassie,Miel mangue,Bouteille,1,500,500,OK,
2023-07-24,N° 2,B02,Brunilda,Miel pur,Bouteille,1,3000,3000,OK,
2023-07-24,N° 3,B03,Mère de Natham,Charbon noir,Plastique,1,1000,1000,OK,Versé
2023-07-24,N° 3,B03,,Tisane min,Carton,1,2000,2000,OK,
2023-07-24,N° 2,B02,Brunilda,Miel naturel,Bouteille,1,2500,2500,OK,Versé
2023-07-24,5,B05,Kuissi,Charbon noir,Plastique,1,1000,1000,OK,
2023-07-24,N° 2,B02,Bassie,Vinaigre,Bouteille,3,175,525,OK,
2023-07-25,N° 7,B07,MEKO,Curcuma,Bouteille,1,2000,2000,OK,Versé
2023-07-26,N° 12,B12,,Miel naturel,Bouteille,1,2500,2500,OK,Versé
2023-07-28,N° 3,B03,Kuissi,Serviette hygiénique,,3,500,1500,OK,
2023-07-28,N° 5,B05,Mambou,Fève de cacao,Plastique,1,1000,1000,OK,
2023-07-28,N° 11,B11,Mba joho,Vinaigre,Bouteille,1,175,175,OK,
2023-07-28,N° 13,B13,Mouliom,Chapeau,,1,5000,5000,OK,
2023-07-28,N° 7,B07,,Bracelet,,2,500,1000,OK,
2023-07-28,10,B10,Eric,Sirop de menthe,Boite,2,500,1000,OK,Versé
,N° 3,B03,Boniface,Thé minceur,Sachet,1,5000,5000,OK,500
2023-07-17,N° 1,B01,NGANGA JEAN,Liqueur cacao,Bouteille,1,2000,2000,OK,
2023-07-18,N° 2,B02,JONAS,Liqueur café,Bouteille,1,7500,7500,OK,
2023-07-20,12,B12,MEKA,Bonnet,,1,4500,4500,OK,
2023-07-28,15,B15,Kuissi,Vinaigre,,1,1000,1000,OK,
,,,,,1L,1,300,300,OK,
2023-07-31,03,B03,Evelyne,Cacao,,2,500,1000,OK,1000
2023-07-31,3,B03,Sylvie,Chocolat noir,,1,1000,1000,OK,
2023-07-31,12,B12,MEKA,Bague,,5,500,2500,OK,
2023-07-31,13,B13,,Chapeau Ndop,,2,8000,16000,OK,
2023-08-01,03,B03,Kamamane,Poudre cacao,Sachet,1,1000,1000,OK,
2023-08-01,05,B05,Kuissi,Vinaigre,Bouteille,1,300,300,OK,
2023-08-01,02,B02,,Miel pur,Bouteille,1,1500,1500,OK,
,,,Mère Nathan,Cure de diabète,Carton,1,2000,2000,OK,
2023-08-02,03,B03,Mère Nathan,Miel Roi,Carton,1,1500,1500,OK,
,05,B05,Janvier Jean,Huile d'avocat,Boite,1,2500,2500,OK,
,,,Kuissi,Miel,Bouteille,1,3500,3500,OK,
2023-08-03,01,B01,Philippe,Poudre de bétaïda / Vin de bétaïda,Bouteille,1,2500,2500,OK,
2023-08-08,03,B03,Evelyne,Cacao poudre,Plastique / Sachet,1,1500,1500,OK,1500
2023-08-04,,,,Miel naturel,Bouteille,1,2500,2500,OK,Versé
2023-08-04,03,B03,Evelyne,Fève de cacao,Plastique,1,1000,1000,OK,Versé
2023-08-04,06,B06,Sidonie,Chapeau,,1,4000,4000,OK,Versé
2023-08-07,,,,Miel naturel,,1,2500,2500,OK,Versé
2023-08-07,Selon,SELON,Salle Inova,Miel naturel,,1,2800,2800,OK,Versé
2023-08-09,23,B23,,Whisky,,1,5000,5000,OK,Versé
2023-08-09,23,B23,,Lait de soja,,1,2000,2000,OK,Versé
2023-08-11,23,B23,,Fève de cacao,Bouteille,1,1000,1000,OK,
2023-08-11,3,B03,Kamamane,Savon,Plastique / Bouteille,1,650,650,OK,
2023-08-11,5,B05,Edwige,Vin d'hibiscus,Bouteille,2,2500,3000,ECART,Versé
2023-08-11,23,B23,Ns. Gabrielle,VIN,Carton / Bouteille,2,2500,3000,ECART,Versé
2023-08-11,23,B23,,Shoes,,2,11000,22000,OK,
2023-08-17,23,B23,Fideline,Serviettes hygiéniques,Plastique,1,3500,3500,OK,
2023-08-28,N° 3,B03,Evelyne,Chocolat,Plastic,1,10000,10000,OK,7500
2023-08-24,,,,Cure de diabète,,1,2000,2000,OK,
2023-08-28,13,B13,M. Djoko,Foulard Ndop,,1,18500,18500,OK,
2023-08-28,MERE MF,MERE MF,FATIMATOU,Suc a Mam,,1,15000,5000,ECART,
2023-08-29,,,DONTICK,Cure,,1,2000,2000,OK,
2023-08-29,,,Sylvie / NGAN,ANTI CANCER,,,,,,1500
2023-08-29,N° 03,B03,ALBINOS,REVEISE,Carton,1,1500,1500,OK,
2023-08-29,,,EVELYNE,POUDRE DE CACAO,,,,,,
2023-08-29,N° 02,B02,Alex,PROBIOCHAM,Plastic,1,1500,1500,OK,
2023-08-29,N° 02,B02,Mr BASSI,AL MIEL,Plastic,3,3000,9000,OK,
2023-08-29,N° 06,B06,Sidonie,Bole,Fibre raphia,1,6000,6000,OK,
2023-08-29,N° 06,B06,Sidonie,Pagnier,Fibre raphia,1,2000,2000,OK,
2023-08-29,N° 06,B06,Sidonie,Plateaux,Fibre raphia,1,3000,3000,OK,
2023-08-29,N° 06,B06,Sidonie,Bailleure,Fibre raphia,1,6000,6000,OK,
2023-08-30,N° 01,B01,JONAS,VIN DE CELEMIE,Bouteille / Canable,1,3000,3000,OK,
2023-08-30,N° 03,B03,EVELYNE,MENTOLE,BOITE / PLASTIC,3,500,1500,OK,1500
2023-08-31,N° 02,B02,Mr BASSI,AL MIEL,Bouteille / Plastic,1,3000,3000,OK,
2023-09-04,N° 3,B03,EVELYNE,MENTOLE,Bouteille,1,500,500,OK,500
2023-09-05,N° 1,B01,,Chocala,Boite,1,1000,1000,OK,
2023-09-05,N° 3,B03,Evelyne,Chococa,plastic,2,1000,2000,OK,2000
2023-09-06,N° 5,B05,,Javel,Boite,1,350,350,OK,
2023-09-07,N° 5,B05,Kuissu,Lave Vitre,Boite,1,1300,1300,OK,
2023-09-07,N° 2,B02,Alex,Miel,Boite,1,1500,1500,OK,
2023-09-08,N° 1,B01,,Chocala,Boite,1,1000,1000,OK,
2023-09-08,N° 5,B05,Kuissy,Javel,Boite,1,350,350,OK,
2023-09-08,N° 3,B03,,Farine de maïs,plastic,1,800,800,OK,
2023-09-12,N° 3,B03,,Vinaigre,Boite,1,1000,1000,OK,1
2023-09-21,,,,croquette,Plastic,1,600,600,OK,
2023-09-23,,,,croquette,plastic,1,600,600,OK,1
2023-09-25,,,,Vinaigre,Boite,8,2500,20000,OK,
2023-09-12,N° 0,B00,Gabrielle,Vin d'Hibiscus,Boite,1,3000,3000,OK,
2023-09-13,,,Gabrielle,Vin d'Hibiscus,Boite,1,3500,3500,OK,
,,,,Whisky,Boite,1,2500,2500,OK,
2023-09-14,N° 3,B03,EDVEYNE,Fève,plastic,1,1000,1000,OK,1000
2023-09-14,N° 2,B02,Charbon,Charbon,plastic,1,1500,1500,OK,1
2023-09-14,N° 1,B01,,Miel naturel,bouteille,1,2500,2500,OK,
2023-09-14,N° 1,B01,TNOvation,miel naturel,,1,1000,1000,OK,1000
2023-09-14,N° 3,B03,Evelyne,fève,,1,1000,1000,OK,
2023-09-14,N° 2,B02,BASSIE,miel,bouteille,1,3500,3500,OK,
2023-09-14,N° 2,B02,BASSIE,NEM,plastic,1,500,500,OK,
2023-09-19,N° 11,B11,Pa mambou,Colire,,1,10000,10000,OK,
,12,B12,Mr Djoko,Chapeau,,1,5000,5000,OK,
2023-09-12,N° 3,B03,sur la table,fève de cacao,Bouteille,1,7500,7500,OK,
2023-09-12,N° 0,B00,,miel pur,Boite,1,1500,1500,OK,
2023-09-21,N° 11,B11,Vin ole,Vin cacao,Bouteille,,2500,2500,,
,N° 31,B31,,produit pjo,bouteille,,3000,3000,,
,,,,NDOP,,,10000,10000,,
2023-09-21,N° 13,B13,NDOP (Gogo),THÉ,plastique,,2000,2000,,
,,,Thé,Thé,plastique,,9000,11000,,
,B N° 6,B06,Mitchingou,Sac,fibre,1,1500,1000,ECART,
,B N° 2,B02,Biscuit,,,,600,,,
,B N° 3,B03,fève sur la table,,plastique,1,1000,,,
,B N° 2,B02,fève sur la table,,plastique,1,1000,,,
,N° 3,B03,Menthol / Evelyne,Menthol,,2,1000,,,1000
,N° 5,B05,Savon liquide,Savon liquide,Sli Boite,1,4000,4000,OK,
,N° 5,B05,Kuissu,Lave vitre,Boite,1,1300,1300,OK,
,N° 5,B05,Kuissy,Javel,Sli Boite,1,2500,2500,OK,
,N° 3,B03,,Pydjoun,bouteille,1,3500,,,
,,,Kuissu,Vinaigre,,1,3500,,,
,,,,Chapeau,,1,4000,,,
,B N° 13,B13,,Biscuit,,1,600,,,
,,,GAMI,Chocolat,,3,1000,3000,OK,
,B 1,B01,NGANGA,fève,plastic,2,1500,3000,OK,500
2023-11-11,B N° 3,B03,Evelyne,fève,plastic,1,1000,1000,OK,
2023-11-11,B. 5,B05,Kuissu,Détergent,plastic,1,2500,2500,OK,2500
2023-11-08,N° 3,B03,Evelyne,Beurre de cacao,plastic,1,1000,,,1000
2023-11-10,12,B12,,Chaussure,Boite / Plastique,1,13000,13000,OK,
2023-11-14,3,B03,NKONDZOU,Charbon,Plastique,1,1000,1000,OK,
2023-11-14,3,B03,MENTHOL / EVELINE,MENTHOL,Boite,1,500,500,OK,500
2023-11-16,05,B05,Salon,Savon,Carton,1,10000,10000,OK,
2023-11-14,13,B13,Mr Djoko,Collier Ndop,,1,3000,3000,OK,500
2023-11-17,03,B03,Evelyne,Menthol,,1,500,500,OK,
2023-11-18,05,B05,Kuissu,Croquette,Sachet,4,500,500,ECART,
2023-11-20,05,B05,,Croquette,,1,10000,10000,OK,2000
2023-11-21,03,B03,Evelyne,Fève de cacao,,2,2000,20000,ECART,
2023-11-21,03,B03,Kamamane,Fève,,1,1000,1000,OK,
2023-11-21,,,GNOUNG / FÉLICITÉ,Whisky,,1,5000,5000,OK,
2023-11-22,05,B05,Kuissu,Eau Javel,,1,175,175,OK,
2023-11-27,Donation,DONATION,Sylvie,Chocolat,,1,,1000,,Ange
2023-11-27,12,B12,Fideline,Serviette mg,,1,2500,2500,OK,Ange / Esther
2023-11-27,ENNA,ENNA,Charbon,Miel,,1,2500,2500,OK,
2023-11-27,NNO,NNO,Charbon,Miel,,2,3500,3850,ECART,
2023-11-29,NNO,NNO,GUESSONG,Vin Rouge,Bouteille,2,2500,5000,OK,
2023-12-04,,,NGOUNJOU / NGOUNJOU,Chocolat / Chocolat,,2,10000,20000,OK,
2023-12-04,,,,Argile,,1,7000,,,
,,,,Cafe-nez,,7,1000,,,
,03,B03,Guessong / SONAT,Vin / Yaourt,,3,500,,,
,05,B05,Kuissu / Kuissu,Cro / Vinaigre,,1,2500,,,
,03,B03,SONAT,YAOURT,,1,3000,,,
,12,B12,Fideline,YAOURT / Serviette,,2,500,560,ECART,
2023-12-07,NNO,NNO,,Jacquie,,1,700,1000,ECART,Mambou / Mambou
,03,B03,Evelyne,Fève cacao,,1,1500,1500,OK,
2023-12-09,NNO,NNO,NGOUNJOU / Sylvie,Chocolat,,1,1000,1000,OK,
,06,B06,Mitchingou,,,1,1000,1000,OK,
,,,,,,1,1000,1000,OK,
2023-12-07,03,B03,EVELYNE,Beurre Cacao,,1,2500,2500,OK,
2023-12-07,03,B03,Evelyne,Fève,,1,1000,1000,OK,
2023-12-12,03,B03,Evelyne,,,1,1000,1000,OK,
2024-11-17,01,B01,,vin,,4,2500,10000,OK,
2024-11-14,5 / 13,B05,,chapeau,,1,4000,4000,OK,
2024-11-14,6 / 14,B06,,chapeau,,1,5000,5000,OK,
2024-11-14,03,B03,,beurre de c.,,1,2500,2500,OK,
2024-11-14,03,B03,,fève d.,,1,1000,1000,OK,
2024-11-14,,,,farine d.,,2,2000,4000,OK,
2024-11-14,N° 5,B05,,croquette,,1,1500,1500,OK,1
,,,,miel,,1,2500,2500,OK,
2024-02-15,B3,B03,,fève,,2,1000,2000,OK,200
2024-02-20,B. 5,B05,,détergent,,4,1000,4000,OK,
,5,B05,,caft-reg,,3,200,500,ECART,ma t
2024-02-25,B N° 6,B06,,chapeau,,5,1000,5000,OK,
2024-02-30,10,B10,,vin,,4,2500,10000,OK,
2024-03-03,9,B09,,clou de gi,,1,1000,1000,OK,
2024-03-05,5,B05,,Biscuit,,3,500,1500,OK,
2024-03-08,5,B05,,croquette,,1,1500,1500,OK,S
2024-03-12,1,B01,,vin,,4,2500,10000,OK,versé
2024-03-13,,,,VIN,,1,5000,5000,OK,
2024-03-14,2,B02,M Bassi,Miel,,1,3000,3000,OK,corda
2024-03-14,5,B05,lait de sz,lait de sz,,1,1500,1500,OK,
2024-03-14,5,B05,curcuma,curcuma,,1,500,500,OK,S
2024-03-14,1,B01,vin,vin,,2,8500,5000,ECART,
2024-03-15,3,B03,Liqueur + Mathe,vin,,2,2500,2500,ECART,
2024-03-15,1,B01,,lissari.,,1,1000,1000,OK,S
2024-03-15,5,B05,,arnaise,,17,300,300,ECART,S
2024-03-18,1,B01,,vin,,1,5000,5000,OK,
2024-03-25,11,B11,,bracelet,,1,1500,1500,OK,S
2024-03-25,2,B02,,charbon,,1,1000,1000,OK,S
2024-03-26,5,B05,,savon li.,,1,7500,1500,ECART,
2024-03-28,5,B05,,croquette,,3,1500,4500,OK,
2024-03-28,3,B03,,yaourt,,1,500,3000,ECART,
2024-04-02,3,B03,,menthol,,1,7000,1000,ECART,S
2024-04-05,,,,croquette,,1,1500,1500,OK,
2024-04-05,1,B01,,biscuit,,1,500,500,OK,
2024-04-08,1,B01,,vin,,2,5000,10000,OK,
2024-04-08,,,,lait de soja,,1,1500,1500,OK,
2024-04-08,4,B04,,miel,,1,2500,2500,OK,
2024-04-08,5,B05,,produit Boun,,1,2000,2000,OK,S
2024-04-11,20 / 5,B20,,farine de f,,1,7500,1500,ECART,
2024-04-11,5,B05,,feve,,1,1000,1000,OK,S
2024-04-11,4,B04,,the,,2,2000,4000,OK,S
2024-04-11,,,,croquette,,1,1500,1500,OK,11800
2024-04-12,,,,verse a le secretaire,,,,,,l'argent des vente
2024-04-15,5,B05,,11800 F,,,3000,3000,,
2024-04-15,5,B05,,huile de cheu,,,2000,2000,,
2024-04-15,3,B03,,produit,,,500,500,,19600
2024-04-16,1,B01,,menthol,,,2500,2500,,
2024-04-16,1,B01,,vin meca,,1,4500,,,
2024-04-19,3,B03,,aux CGOO,,1,1000,1000,OK,
2024-04-19,5,B05,,feve,,1,2500,,,corda 784
2024-04-21,1,B01,,vin meca,,1,1000,1000,OK,
2024-04-21,1,B01,,feve,,2,5000,10000,OK,
2024-04-21,1,B01,,bai,,1,17500,,,
2024-04-24,1,B01,,VV.,,1,3000,,,
2024-04-24,1,B01,,vin d'oranj,,1,3500,,,
2024-04-24,1,B01,,vin d'oignon,,1,3500,,,34400
2024-04-28,1,B01,,vin de lemon,,1,3500,,,ma techa verse
2024-04-28,8,B08,,vin,,1,,7000,,
2024-04-29,1,B01,,liqueur d'ail,,1,,3500,,
2024-05-07,1,B01,,piment,,2,,70500,,
2024-05-31,3,B03,,cuille en bois,,1,3500,1500,ECART,
2024-05-06,5,B05,,biscuit,,1,1500,7500,ECART,S
2024-05-04,3,B03,,yaourt,,1,500,500,OK,
2024-05-07,1,B01,,huile d'orange,,1,2500,2500,OK,S
2024-05-08,3,B03,,yaourt,,2,1000,1000,ECART,
2024-05-08,1,B01,,biscuit,,1,500,500,OK,
2024-05-13,3,B03,,vin fubiisant,,1,3500,3500,OK,carda
2024-05-15,3,B03,,yaourt,,2,7000,7000,ECART,
2024-05-16,5,B05,,curcuma,,1,500,500,OK,S
2024-05-16,3,B03,,yaourt,,2,1000,1000,ECART,
2024-05-17,5,B05,,vinaigre,,3,900,900,ECART,
2024-05-17,6,B06,,yaourt,,4,2000,2000,ECART,
2024-05-23,5,B05,,eau de javel,,1,650,650,OK,S
2024-05-23,14,B14,,croquette,,1,1500,1500,OK,
2024-05-23,10,B10,,plateau,,2,6000,6000,ECART,MT
2024-05-23,14,B14,,mot plateau,,1,10000,10000,OK,V cle
2024-05-24,5,B05,,queue de deved,,1,8000,8000,OK,cle
2024-05-28,5,B05,,gobelet,,1,1500,1500,OK,
2024-05-28,10,B10,,sac,,1,8000,8000,OK,Chic
2024-05-29,10,B10,,curcuma,,1,500,500,OK,ma te
2024-05-29,3,B03,,foulard dop,,2,20000,20000,ECART,V cle
2024-05-29,6,B06,,croquette,,1,1500,1500,OK,
2024-05-29,5,B05,,savon liqui,,1,1500,1500,OK,
2024-05-29,5,B05,,croquette,,1,1500,1500,OK,
2024-05-29,3,B03,,statue jeu,,2,20000,20000,ECART,V chic
2024-06-03,3,B03,,soupe couple,,1,1500,1500,OK,V chic
2024-06-03,14,B14,,porte clé,,1,1500,1500,OK,
2024-06-03,5,B05,,feve,,1,1000,1000,OK,
2024-06-04,5,B05,,porte lic,,1,3000,3000,OK,
2024-06-04,3,B03,,panier,,4,2500,2500,ECART,
2024-06-04,14,B14,,croquette,,1,7500,7500,OK,
,3,B03,,yaourt,,1,500,500,OK,
,,,,miel,,1,3000,3000,OK,nice cordo
,,,,chapeau targ,,1,1500,1500,OK,V clem
,,,,feve,,1,1000,1000,OK,
,,,,seson,,1,500,500,OK,
,,,,croquette,,1,1500,1500,OK,
,,,,savon liquide,,1,9000,9000,OK,
,,,,yaourt,,2,1000,1000,ECART,
,5,B05,,croquette,,2,1500,3000,OK,
2024-06-17,3,B03,,yaourt,,2,10000,15000,ECART,
2024-06-25,5,B05,,café-nez,,2,850,500,ECART,déchargé
2024-06-26,14,B14,,oloj foulard,,1,10000,10000,OK,déchargé
2024-06-14,14,B14,dian&co,produit,,1,1000,1000,OK,
2024-06-14,1,B01,,propolis,,1,2500,2500,OK,
2024-06-19,5,B05,,détergent,,1,1000,900,ECART,
2024-06-24,3,B03,,yaourt,,4,2500,2000,ECART,
2024-06-25,3,B03,,savon,,1,1000,1000,OK,
2024-06-25,5,B05,,savon dora,,1,2000,2000,OK,
2024-06-26,12,B12,,deux bouche,,2,1000,2000,OK,
2024-06-26,12,B12,,bracelet,,2,750,1500,OK,
2024-06-26,12,B12,,bague,,1,500,500,OK,
2024-06-26,12,B12,,bouche,,2,750,1500,OK,
2024-06-26,,,,miel,,1,8000,8000,OK,cl
2024-06-26,14,B14,,foulard,,1,4000,4000,OK,prêt M. gai
2024-06-27,3,B03,,miel,,1,1000,1000,OK,
2024-06-27,12,B12,,bouche,,1,2000,2000,OK,
2024-07-02,1,B01,,huile de ricin,,1,1500,1500,OK,cordo
2024-07-03,,,,croquette,,1,1000,,,
2024-07-03,,,,miel,,2,500,1000,OK,cordo
2024-07-03,3,B03,,yaourt,,1,5000,5000,OK,d
2024-07-08,10,B10,,masque,,1,10000,10000,OK,d
2024-07-08,10,B10,eb,porte clé,,1,650,650,OK,
2024-07-08,5,B05,,eau de javel,,1,500,500,OK,
2024-07-08,5,B05,,savon liquide,,1,9000,9000,OK,
2024-07-08,8,B08,,plateau en bois,,1,,,,
2024-07-08,,,,,,1,2500,2500,OK,formation
2024-07-09,,,,miel,,1,1000,1000,OK,Solid
2024-07-09,10,B10,clare dcor,bracelet,,1,2600,2600,OK,Solid
2024-07-12,01,B01,,Vin Mica,,1,3000,3000,OK,Marche
2024-07-16,salle innovat,SALLE INNOVAT,,Thé Bio / PYGMÉE,,1,,,,
,,,,Infection intestinal,,1,3000,3000,OK,Marche
,Salle innovation,SALLE INNOVATION,M. Richard,lait de tsai,Bouteille,1,2000,2000,OK,Marché
2024-07-25,Vitrine,VITRINE,,lait éclat,,1,3000,3000,OK,
2024-07-26,13,B13,,chapeau,,1,2500,2500,OK,SOID
,10,B10,Chic Decor,chaine,,1,35000,35000,OK,SOID
,,,Chic Decor,chapeau,,1,8000,8000,OK,SOID
,14,B14,Mda Sidonie,chapeau blanc,,1,4000,4000,OK,SOID
2024-07-28,Hall,HALL,,miel,Bouteille,1,3000,3000,OK,SOID
2024-07-29,Hall,HALL,Hall,miel,Bouteille,1,2500,2500,OK,Formation SOID
2024-07-30,Salle d'innovation,SALLE D'INNOVATION,,chocolat,,1,,1000,,
2024-07-31,,,Hall,miel,,1,2500,2500,OK,SOID
2024-07-31,,,,Thé Bio nature,,1,1500,1500,OK,SOID
2024-07-31,06,B06,,Savon liquide,petit modf,1,500,500,OK,SOID
2024-07-31,05,B05,BG Meka,Savon Meka,Sac 1l,1,1000,1000,OK,SOID
2024-07-31,Hall,HALL,,miel Bonzan,Boite,1,2000,2000,OK,SOID
2024-08-02,Vitrine Hall,VITRINE HALL,,Savon sambasila,,1,300,300,OK,SOID
,Maison de la poudre,MAISON DE LA POUDRE,Vitrine Hall,Détergent en poudre,,1,250,250,OK,SOID
2024-08-04,B-05,B05,,savon liquide,,1,1000,1000,OK,SOID
2024-08-04,B-05,B05,,savon liquide PM,,1,500,500,OK,SOID
2024-08-05,Vitrine Hall,VITRINE HALL,,savon germant,,1,1000,1000,OK,SOID
2024-08-05,Vitrine Hall,VITRINE HALL,,carte vitre,,1,1500,1500,OK,SOID
2024-08-06,Vitrine,VITRINE,,gommage,,1,2500,2500,OK,PROCOM
2024-08-09,STE C,STE C,,Poudre Ginseng,,1,4000,4000,OK,PROCOM
2024-08-09,,,,Poudre,,1,1500,1500,OK,SOID
2024-08-10,Lumière,LUMIÈRE,,Farine de patate,,1,4000,4000,OK,SOID
2024-08-12,Hall,HALL,,Miel Bonzan,,1,1500,1500,OK,SOID
2024-08-14,B14,B14,,Bouillie,,1,1500,1500,OK,SOID
2024-08-14,Hall,HALL,,Miel Bonzan,,1,4000,4000,OK,SOID
2024-08-16,B14,B14,,Kaba,,2,1500,3000,OK,
2024-08-23,B 10,B10,Chic Decor,Chemise,,1,10000,10000,OK,PROCOM
2024-08-23,B 01,B01,,Thé YAN'S TEA,,1,2000,2000,OK,PROCOM
2024-08-23,B 02,B02,,"Cuir d'or ""I&O""",,1,2000,2000,OK,PROCOM
2024-08-23,B 02,B02,,"Cuir d'or ""I&O"" same",,1,2000,2000,OK,PROCOM
2024-08-23,Hall,HALL,,miel,,1,2500,2500,OK,PROCOM
2024-08-26,5,B05,,miel,,2,2500,5000,OK,PROCOM
2024-08-27,B 12,B12,,Farine Patate,,1,1500,1500,OK,PROCOM
2024-08-27,B 09,B09,,Ensemble Bracelet + Chaîne,,1,3500,3500,OK,PROCOM
2024-08-28,Salle1,SALLE1,,Bandeau,,1,1000,1000,OK,PROCOM
,B10,B10,Chic Decor,Porte clé,Boite,1,15000,15000,OK,PROCOM
,B10,B10,Chic Decor,Bracelet,,1,500,500,OK,PROCOM
,B07,B07,,Tableau,Boite,1,45000,45000,OK,PROCOM
,B07,B07,,Bracelet,,1,5000,5000,OK,PROCOM
,B12,B12,,Bracelet,,1,5000,5000,OK,PROCOM
,Hall,HALL,,Arachide,,1,10000,10000,OK,SOID
2024-09-03,B01,B01,Guekam,Vin Bita kola,,1,2500,2500,OK,
2024-09-03,B01,B01,Mica Food,Piment liquide,,1,1000,1000,OK,
2024-09-03,Box,BOX,Propolis,Propolis,,1,2500,2500,OK,
2024-09-03,Hall,HALL,Gini Thé Bio,Gingembre,,1,600,600,OK,
2024-09-04,B01,B01,,Vin,,2,4500,9000,OK,
2024-09-05,B01,B01,Mica Food,Piment,,1,1000,1000,OK,
2024-09-05,B02,B02,M. Richard,Thé,,1,2000,2000,OK,
2024-09-05,52,B52,Christelle,Thé Pygmée,,1,1500,1500,OK,
2024-09-05,52,B52,IK-IK,Thé,,1,1000,1000,OK,SOID
2024-09-05,Hall,HALL,Sadrakian,Miel,,1,2500,2500,OK,
